idx,method,ws,bpr,mae
107,SAD,15,13.360918569151897,2.5798926
107,SSD,7,18.634434822680056,3.5871856
107,SSD,15,12.157024634703635,2.4293046
107,NCC,7,4.811735565753346,1.5947578
107,NCC,15,5.492406059791478,1.3571786
108,SAD,7,9.562933855971886,1.9700472
108,SAD,15,6.04574374619848,1.4702908
108,SSD,7,8.28079592959827,1.8164825
108,SSD,15,6.126842831902836,1.443541
108,NCC,7,4.309837126002877,1.3135461
108,NCC,15,4.8852544483813976,1.2520658
109,SAD,7,15.597027219974738,3.148044
109,SAD,15,9.515092716322831,1.8539895
109,SSD,7,14.03924655402808,2.9332743
109,SSD,15,8.171484010324187,1.7093251
109,NCC,7,4.813377510113677,1.629293
109,NCC,15,3.9127569605886983,1.2741774
110,SAD,7,18.410252583666008,3.7678275
110,SAD,15,12.33444017460732,2.811645
110,SSD,7,16.696824982278102,3.5021377
110,SSD,15,9.960638734470022,2.451357
110,NCC,7,3.329851136066858,1.2312871
110,NCC,15,2.6237734581949783,0.995363
111,SAD,7,26.711470874149406,6.208732
111,SAD,15,18.17654976445076,4.411509
111,SSD,7,24.31578553802438,5.72621
111,SSD,15,15.95846107829208,3.9987576
111,NCC,7,5.590555597098631,1.5509098
111,NCC,15,5.037201824571898,1.2718657
112,SAD,7,32.51594589510765,8.269919
112,SAD,15,25.925545922467897,6.6310844
112,SSD,7,31.194103866345184,7.978185
112,SSD,15,24.20698028352058,6.349835
112,NCC,7,15.229398587527147,3.0826328
112,NCC,15,13.606593820003763,2.440873
113,SAD,7,37.146341951092715,8.832852
113,SAD,15,26.779037450262933,6.734718
113,SSD,7,34.435046887809165,8.286749
113,SSD,15,24.417651410633233,6.1598377
113,NCC,7,14.138324035750705,2.8075025
113,NCC,15,12.536740447483655,2.487862
114,SAD,7,37.60731248319742,9.035059
114,SAD,15,29.022313827403888,6.9462013
114,SSD,7,35.718254323864144,8.7824335
114,SSD,15,26.324939510708845,6.4239616
114,NCC,7,15.895689577919168,3.3233886
114,NCC,15,13.983331839770589,2.7311947
115,SAD,7,32.84511016140409,8.15273
115,SAD,15,24.250031119040706,5.877985
115,SSD,7,30.523629724907682,7.6535096
115,SSD,15,22.260487116717147,5.1485987
115,NCC,7,11.958010041077134,2.4054847
115,NCC,15,10.75474046720053,1.956371
116,SAD,7,24.172937668607126,5.2856584
116,SAD,15,18.18320115210645,4.1359024
116,SSD,7,22.63341514370905,4.8508244
116,SSD,15,16.70960021094907,3.8932571
116,NCC,7,7.317295795217135,1.8187162
116,NCC,15,7.350763676193181,1.8911173
117,SAD,7,21.56564873662998,4.9777284
117,SAD,15,13.046039373740506,3.18055
117,SSD,7,19.44918100552886,4.56726
117,SSD,15,11.69017723350385,2.987026
117,NCC,7,3.3441843641812636,1.0416266
117,NCC,15,3.890869632615099,1.1657428
118,SAD,7,33.3819161044946,5.871444
118,SAD,15,25.333833041836705,4.3611236
118,SSD,7,30.887537825157548,5.4370775
118,SSD,15,24.428805419061103,4.2850614
118,NCC,7,15.428500041642376,2.866092
118,NCC,15,15.067599455872962,2.437386
119,SAD,7,44.82978384407031,10.170677
119,SAD,15,31.580009559721706,6.4470563
119,SSD,7,40.94110149237878,9.253831
119,SSD,15,26.579212916246213,5.553971
119,NCC,7,10.594296032715492,2.395236
119,NCC,15,9.947421530617664,2.1799889
120,SAD,7,39.92239677689749,8.586803
120,SAD,15,30.07327691101317,6.0312333
120,SSD,7,37.545629072817235,8.100379
120,SSD,15,27.1246248276235,5.695762
120,NCC,7,11.808128058837845,2.6388662
120,NCC,15,9.930238217559419,2.221783
121,SAD,7,23.43668589725372,3.9740577
121,SAD,15,16.523147753431665,2.6697917
121,SSD,7,21.79877037921202,3.699171
121,SSD,15,15.285948408976799,2.4776614
121,NCC,7,7.205312568088592,1.6868548
121,NCC,15,5.648866532147289,1.3630096
122,SAD,7,31.61694730297301,6.0475
122,SAD,15,22.2131990001142,4.3369255
122,SSD,7,28.563996497861922,5.658342
122,SSD,15,20.264183024781435,4.0773168
122,NCC,7,8.203377786801,1.8515728
122,NCC,15,8.534558235734497,1.7618798
123,SAD,7,14.779074158732683,2.437277
123,SAD,15,10.737214525650455,1.9250118
123,SSD,7,13.672954224722227,2.3456037
123,SSD,15,10.11508417642265,1.957127
123,NCC,7,7.36320089046133,1.8372296
123,NCC,15,7.157480471467473,1.693455
124,SAD,7,21.496522324433474,3.8532856
124,SAD,15,16.74108144491811,3.0058875
124,SSD,7,20.329818263405876,3.7126338
124,SSD,15,16.309176576172312,2.813496
124,NCC,7,6.3540498092887585,1.648677
124,NCC,15,6.99798070450976,1.6026531
125,SAD,7,14.741564453777503,2.539334
125,SAD,15,9.315133871044718,1.6076055
125,SSD,7,13.433875817305399,2.348698
125,SSD,15,9.112776213430058,1.6217504
125,NCC,7,5.337660478213143,1.2684393
125,NCC,15,5.861690450054885,1.2798241
126,SAD,7,12.95184034058543,2.7167869
126,SAD,15,9.737865144958677,2.2667952
126,SSD,7,12.348220621008764,2.6395912
126,SSD,15,9.86478518533324,2.244511
126,NCC,7,7.830067057753615,2.0594122
126,NCC,15,7.704146387775701,1.7220181
127,SAD,7,14.951024201908982,2.4622805
127,SAD,15,8.76112680084367,1.6106722
127,SSD,7,13.45493869088049,2.2072484
127,SSD,15,8.92735852429128,1.5989437
127,NCC,7,5.908375933936296,1.3201123
127,NCC,15,6.620669931719873,1.3355132
128,SAD,7,34.199443090845804,8.292238
128,SAD,15,21.556735120083538,5.618665
128,SSD,7,31.232161503654716,7.707412
128,SSD,15,17.153672119735468,4.7615232
128,NCC,7,4.103724329968674,1.3858285
128,NCC,15,2.928123912286808,1.0560304
129,SAD,7,23.55630472217506,6.0056987
129,SAD,15,18.389076180543764,4.9903812
129,SSD,7,21.978608328684725,5.5878577
129,SSD,15,17.33040673279814,4.86227
129,NCC,7,4.713686303994567,1.3940461
129,NCC,15,4.810700686376755,1.216371
130,SAD,7,38.785969624553154,9.250948
130,SAD,15,30.561096518081094,8.122026
130,SSD,7,36.16613670926076,8.754668
130,SSD,15,26.736515711097507,7.5329385
130,NCC,7,5.460865443485474,1.2861674
130,NCC,15,6.060276894515434,1.3355219
131,SAD,7,38.20129976966108,9.010832
131,SAD,15,27.509049029285947,6.2997265
131,SSD,7,36.292777229351756,8.640496
131,SSD,15,24.610274761434685,5.7644057
131,NCC,7,12.46606614017769,2.4386292
131,NCC,15,9.540556103981574,2.0133755
132,SAD,7,41.995816414421064,10.375545
132,SAD,15,32.08782795346103,7.544496
132,SSD,7,40.106366979751996,9.982988
132,SSD,15,28.29662442065543,6.6937156
132,NCC,7,12.377124263429174,2.8556836
132,NCC,15,8.618733166536783,1.8170204
133,SAD,7,22.833230060305628,3.6022062
133,SAD,15,15.553790701936588,2.443665
133,SSD,7,21.775481528673538,3.4449608
133,SSD,15,15.855755216742448,2.358807
133,NCC,7,12.268835691158374,1.9302955
133,NCC,15,11.590724627562553,1.4851758
134,SAD,7,39.49983599726958,8.513327
134,SAD,15,29.774917333758854,6.7519693
134,SSD,7,37.98657837114261,8.293581
134,SSD,15,28.156166059413312,6.343135
134,NCC,7,13.387941810058242,2.7500787
134,NCC,15,7.340230313023589,1.7088603
135,SAD,7,47.9803836779621,10.910859
135,SAD,15,37.5855020048746,8.720119
135,SSD,7,45.46053148832455,10.43378
135,SSD,15,33.96002044185863,8.09771
135,NCC,7,8.582632282412138,2.294986
135,NCC,15,4.036284299080116,1.3806325
136,SAD,7,53.22248231642156,11.469854
136,SAD,15,42.665767645412444,8.586226
136,SSD,7,51.83578443845097,11.2086115
136,SSD,15,40.31347005241464,8.1411
136,NCC,7,26.7899852424813,4.32073
136,NCC,15,19.77380285990535,2.9675272
137,SAD,7,49.72373510142869,11.568776
137,SAD,15,40.591206882942615,9.946185
137,SSD,7,47.64681506038361,11.122659
137,SSD,15,36.958323466729816,9.285767
137,NCC,7,13.838898097718841,2.4503303
137,NCC,15,10.989423001026127,1.8747996
138,SAD,7,46.04837173871644,12.246348
138,SAD,15,37.68941970236961,10.0414295
138,SSD,7,43.84743042141633,11.606668
138,SSD,15,34.19756781021302,9.314411
138,NCC,7,7.191827407024512,1.7459297
138,NCC,15,4.611366542427293,1.2282085
139,SAD,7,45.83154368181428,12.015547
139,SAD,15,36.79237178936518,9.849413
139,SSD,7,43.9824757323254,11.482333
139,SSD,15,33.69341121896745,9.246178
139,NCC,7,7.408083497981273,1.6170583
139,NCC,15,4.597972682759213,1.2052473
140,SAD,7,46.10183595984813,11.490089
140,SAD,15,35.497997607531076,8.97693
140,SSD,7,43.60638685182296,11.063704
140,SSD,15,31.584750611119777,8.40135
140,NCC,7,6.544962812711291,1.4852616
140,NCC,15,4.292921412596868,1.2219527
141,SAD,7,48.099965445427124,10.28779
141,SAD,15,33.715924054652255,6.6921353
141,SSD,7,44.98164872007994,9.571179
141,SSD,15,28.98755101469036,6.0078793
141,NCC,7,14.047834735750907,2.9476118
141,NCC,15,7.008040942499323,1.4481305
142,SAD,7,22.448517494518068,4.1744123
142,SAD,15,13.644055677376299,2.211743
142,SSD,7,21.035132043092762,3.9249356
142,SSD,15,13.303222423491276,2.106544
142,NCC,7,12.765754600057203,2.5791652
142,NCC,15,8.277719515683096,1.4244931
143,SAD,7,27.817031145018312,7.2813807
143,SAD,15,18.968768287132363,4.0643053
143,SSD,7,26.93274670018856,6.971055
143,SSD,15,18.794295498385313,3.9745436
143,NCC,7,23.21788508636945,6.168014
143,NCC,15,11.003706192158477,2.5056334
144,SAD,7,38.642583470169676,9.185285
144,SAD,15,28.718038939713818,7.6912875
144,SSD,7,36.734693877551024,8.943883
144,SSD,15,27.08186722965048,7.228949
144,NCC,7,14.647353194151226,3.7887516
144,NCC,15,8.581593556963014,1.974754
145,SAD,7,24.4636345794296,5.6278214
145,SAD,15,17.29487960830088,4.4022455
145,SSD,7,22.522699335805555,5.167422
145,SSD,15,16.44268611389437,3.9429295
145,NCC,7,8.875207883564544,2.3767722
145,NCC,15,7.783367248912808,1.6399233
146,SAD,7,35.89695269978163,7.6882033
146,SAD,15,27.07652060170046,4.784027
146,SSD,7,32.99043353914711,7.1145687
146,SSD,15,25.382713859728856,4.377332
146,NCC,7,8.17084391038787,1.4940411
146,NCC,15,11.690370353947968,1.5369145
147,SAD,7,14.74362525157407,3.028956
147,SAD,15,9.018814970734319,1.8572683
147,SSD,7,13.16032423050647,2.765206
147,SSD,15,8.886796285012649,1.7828358
147,NCC,7,6.4513746561051715,1.4591988
147,NCC,15,5.904835761369301,1.2828604
148,SAD,7,22.629610889659514,6.444819
148,SAD,15,14.595648578938924,3.8030353
148,SSD,7,20.6772716614629,6.082441
148,SSD,15,13.633054016364108,3.5117583
148,NCC,7,5.380656785674618,1.4175321
148,NCC,15,7.26265256506769,1.537567
149,SAD,7,31.11273020103345,5.7929535
149,SAD,15,18.228183029594195,2.8501225
149,SSD,7,29.198262886943848,5.3728824
149,SSD,15,15.907238929738954,2.5218883
149,NCC,7,11.167566220245229,1.9192085
149,NCC,15,8.033668548858701,1.5502487
150,SAD,7,42.781185700824956,10.813507
150,SAD,15,30.777070553621904,7.927829
150,SSD,7,41.327423417879736,10.490148
150,SSD,15,28.926215795242584,7.559073
150,NCC,7,25.123550564390516,5.15715
150,NCC,15,14.069380612656962,2.7714014
151,SAD,7,46.814541129430225,11.061085
151,SAD,15,33.4780023028938,7.802107
151,SSD,7,44.40409459579153,10.600746
151,SSD,15,28.312940491705785,6.7985473
151,NCC,7,13.969201958725058,3.025835
151,NCC,15,5.911604307170604,1.2498506
152,SAD,7,26.933822834698805,5.544881
152,SAD,15,18.53311557721119,4.0259686
152,SSD,7,25.26285953380394,5.2650795
152,SSD,15,17.832606729743958,3.8595858
152,NCC,7,14.39080025374887,2.909897
152,NCC,15,8.441199098381675,1.5775278
153,SAD,7,27.945890498781896,6.1449466
153,SAD,15,23.80647091507458,4.4326324
153,SSD,7,27.492840962516564,5.8996224
153,SSD,15,24.41766038380989,4.3870373
153,NCC,7,21.526264050946704,4.320742
153,NCC,15,17.65397273154678,3.0705283
154,SAD,7,35.41178507531598,10.397458
154,SAD,15,25.229987880186993,6.945601
154,SSD,7,34.12823916431004,9.930719
154,SSD,15,24.201535176314422,6.319749
154,NCC,7,29.461534022046514,8.0928335
154,NCC,15,16.562590177180123,4.232623
155,SAD,7,35.168361978253245,8.169752
155,SAD,15,27.704314275692738,6.540182
155,SSD,7,33.575938267274644,7.8513713
155,SSD,15,25.206944931602948,6.214001
155,NCC,7,12.316730971588916,2.8780434
155,NCC,15,12.769203788144512,3.0697167
156,SAD,7,25.971630420747793,4.485997
156,SAD,15,17.521627653883755,3.0336206
156,SSD,7,23.573681589286704,4.114439
156,SSD,15,15.61618062088429,2.6890678
156,NCC,7,11.921494844410011,2.0975635
156,NCC,15,9.217346392931585,1.571226
157,SAD,7,42.4637980764498,9.824406
157,SAD,15,31.31527913135072,7.7263966
157,SSD,7,39.455420690469865,9.130226
157,SSD,15,27.422895563234007,6.734968
157,NCC,7,12.281582548261028,3.0396373
157,NCC,15,11.74999753895829,2.4513402
158,SAD,7,24.916905589526298,5.3992376
158,SAD,15,18.62202826478573,4.162083
158,SSD,7,23.825895009260904,5.2364326
158,SSD,15,17.43333417907797,3.81004
158,NCC,7,8.894273463070562,2.101121
158,NCC,15,7.517824068200847,1.4904937
159,SAD,7,36.502665973705994,8.575137
159,SAD,15,26.012973763738906,6.6072755
159,SSD,7,33.82803025928279,7.962137
159,SSD,15,23.964889992492928,6.228416
159,NCC,7,7.322284460356874,1.6999034
159,NCC,15,6.789089719158438,1.358708
160,SAD,7,30.01750087504375,6.735693
160,SAD,15,21.160058002900143,4.9131284
160,SSD,7,28.07940397019851,6.2782764
160,SSD,15,19.464973248662435,4.4993467
160,NCC,7,9.718485924296214,2.2891889
160,NCC,15,7.461373068653433,1.5032002
161,SAD,7,42.51605466820352,9.351008
161,SAD,15,34.208793018277625,6.963433
161,SSD,7,40.80996029785755,8.973074
161,SSD,15,33.185136396070035,6.6892695
161,NCC,7,27.27006604826463,5.478527
161,NCC,15,25.577693616554146,4.096042
162,SAD,7,35.11751120771635,6.867854
162,SAD,15,24.38357560114115,4.958396
162,SSD,7,32.93710093737264,6.5170183
162,SSD,15,22.42562151881538,4.4546943
162,NCC,7,17.03063442467056,3.475438
162,NCC,15,15.120228229860071,2.8115897
163,SAD,7,42.59215054405124,8.153053
163,SAD,15,28.466710429472258,4.9333735
163,SSD,7,40.07380000397844,7.8023734
163,SSD,15,26.16617930814983,4.4995184
163,NCC,7,19.650494320781362,3.8016944
163,NCC,15,16.994887708619284,2.820373
164,SAD,7,33.63393037021403,10.49478
164,SAD,15,26.2833734662356,8.5280285
164,SSD,7,32.648675614225276,10.379846
164,SSD,15,25.462167944204072,8.277892
164,NCC,7,23.549219566948395,6.238471
164,NCC,15,17.253950132870287,3.9560044
165,SAD,7,36.126095923115216,7.502566
165,SAD,15,27.320106061991407,5.6570992
165,SSD,7,34.53821381040911,7.166017
165,SSD,15,25.740351304948543,5.179386
165,NCC,7,21.253035059380494,3.789278
165,NCC,15,14.957382178740868,2.4553993
166,SAD,7,44.6319539448918,11.583786
166,SAD,15,34.38799775967974,9.475669
166,SSD,7,42.6239291911893,11.153578
166,SSD,15,32.35610074095838,8.927249
166,NCC,7,16.88779117277093,3.7758377
166,NCC,15,8.123915418728709,1.7711234
167,SAD,7,37.695967076512474,6.88126
167,SAD,15,28.56866360385873,4.8201013
167,SSD,7,36.06711012865831,6.6585803
167,SSD,15,26.28378171890758,4.680178
167,NCC,7,21.35035195126672,3.8715165
167,NCC,15,16.262083999714772,2.5096061
168,SAD,7,41.40114448244337,13.3172035
168,SAD,15,33.07486540480141,11.337708
168,SSD,7,39.343559182383544,12.704485
168,SSD,15,32.261086468244564,11.2066555
168,NCC,7,18.0735674217542,4.629175
168,NCC,15,12.206684048352692,3.0779436
169,SAD,7,56.65663992869875,14.3783655
169,SAD,15,40.82924836601307,9.580198
169,SSD,7,53.953134284016635,13.185274
169,SSD,15,35.80102495543672,8.115327
169,NCC,7,30.865641711229948,5.4404626
169,NCC,15,25.18196672608437,4.412851
170,SAD,7,32.91176010546779,6.1960974
170,SAD,15,22.181753178557862,4.1550293
170,SSD,7,30.765535271378454,5.768338
170,SSD,15,19.246754407525753,3.5462286
170,NCC,7,15.347574464281724,2.6215103
170,NCC,15,10.744531092887627,1.842142
171,SAD,7,32.21990827405466,6.052368
171,SAD,15,22.835548483713968,4.128265
171,SSD,7,30.447397978285284,5.8224735
171,SSD,15,21.411690378135532,3.7855613
171,NCC,7,16.25912579558218,2.8120458
171,NCC,15,13.579885810557842,2.2331219
172,SAD,7,25.01259272827182,5.0952725
172,SAD,15,16.970418536496016,3.9006653
172,SSD,7,23.151158531001006,4.717862
172,SSD,15,14.732347284549869,3.4444332
172,NCC,7,7.818939463320818,1.6568197
172,NCC,15,6.628354244894222,1.599633
173,SAD,7,30.27343417671981,5.2750583
173,SAD,15,19.89586700923925,3.211838
173,SSD,7,28.748872743359822,5.035052
173,SSD,15,19.382858892991443,3.3511539
173,NCC,7,18.727773902094572,3.5254421
173,NCC,15,14.721546340882409,2.8155732
174,SAD,7,30.61317183951552,7.333473
174,SAD,15,24.725712843805198,6.374018
174,SSD,7,29.603835478173103,7.3138695
174,SSD,15,24.86802927075448,6.3157
174,NCC,7,10.6555639666919,2.4819899
174,NCC,15,9.968205904617713,1.9848694
175,SAD,7,16.987646167009412,3.678954
175,SAD,15,11.837463786607424,2.9217885
175,SSD,7,16.13953977093622,3.512043
175,SSD,15,12.535462855941997,2.8337407
175,NCC,7,9.114516879568892,2.3607047
175,NCC,15,8.802293639952566,2.098046
176,SAD,7,45.51789437848419,10.697526
176,SAD,15,36.959019532746076,7.8177037
176,SSD,7,43.80399165921954,10.140722
176,SSD,15,36.18664624026554,7.5018477
176,NCC,7,20.5753436316439,4.359752
176,NCC,15,15.210221711562195,2.9346807
177,SAD,7,42.73786567102942,11.20765
177,SAD,15,33.50941615722316,8.757599
177,SSD,7,40.77052476100603,10.745239
177,SSD,15,31.65387929265991,8.335375
177,NCC,7,10.450088212366143,2.4641185
177,NCC,15,9.174086078857753,2.03836
178,SAD,7,44.532204217897565,11.148574
178,SAD,15,37.55801644817197,9.228091
178,SSD,7,42.51180685611921,10.62786
178,SSD,15,35.37578373096653,8.42732
178,NCC,7,11.948334826154221,3.045726
178,NCC,15,9.833279048937383,2.469482
179,SAD,7,46.67899717496231,14.07487
179,SAD,15,39.48211865158291,10.362664
179,SSD,7,44.95990473415509,13.515661
179,SSD,15,35.67528535414318,9.245474
179,NCC,7,14.41909370764027,4.1534286
179,NCC,15,9.339093200907051,2.2657497
180,SAD,7,30.94477282389566,9.073649
180,SAD,15,24.400345598420124,7.470841
180,SSD,7,29.92854889806218,8.964255
180,SSD,15,23.240122330869344,7.1848917
180,NCC,7,14.605647517039921,3.533995
180,NCC,15,7.6209937326000805,1.5323629
181,SAD,7,28.84876459408091,9.077381
181,SAD,15,20.825414064621235,5.9141426
181,SSD,7,28.028780885147974,8.910163
181,SSD,15,20.23486288351887,5.8321667
181,NCC,7,15.753461851751291,4.092448
181,NCC,15,6.589736627749118,1.589262
182,SAD,7,25.076851927419135,5.993656
182,SAD,15,20.654805625833127,4.6918187
182,SSD,7,24.018607687913164,5.7935114
182,SSD,15,20.30523137190892,4.635999
182,NCC,7,10.855844827117169,2.573752
182,NCC,15,8.64278135966702,1.7407237
183,SAD,7,22.925303733270237,4.790465
183,SAD,15,15.782813994876912,3.4281206
183,SSD,7,20.407995308979807,4.2674294
183,SSD,15,13.204810353163868,3.1410441
183,NCC,7,3.15409384097853,1.1038207
183,NCC,15,2.9709794562120013,1.041425
184,SAD,7,26.150564868197417,5.2499104
184,SAD,15,18.57899823374546,3.735766
184,SSD,7,24.394307994801213,5.1142426
184,SSD,15,16.684995723220137,3.3676476
184,NCC,7,6.099687850612635,1.6362494
184,NCC,15,5.322091511980538,1.3253812
185,SAD,7,15.609989456008122,3.4646852
185,SAD,15,8.864763541219197,2.2026348
185,SSD,7,14.532159175225523,3.2273035
185,SSD,15,8.245792166204554,2.0367353
185,NCC,7,4.659858632405202,1.3363225
185,NCC,15,3.4482758620689653,1.2213814
186,SAD,7,19.479612328647516,3.3814697
186,SAD,15,12.976013770565418,2.5354788
186,SSD,7,18.693792019558195,3.2410212
186,SSD,15,12.182709458532386,2.3867543
186,NCC,7,10.284267378478502,2.4878798
186,NCC,15,7.032468099437453,1.6448072
187,SAD,7,39.86736958222701,7.5368166
187,SAD,15,30.73588076089327,5.665437
187,SSD,7,37.69320557714755,7.1790695
187,SSD,15,27.937045445799825,5.126705
187,NCC,7,10.152512153512653,2.0161226
187,NCC,15,9.06222341940201,1.6361352
188,SAD,7,25.735689419644824,4.82829
188,SAD,15,17.075750231348874,3.4940474
188,SSD,7,23.22830828889966,4.4218745
188,SSD,15,14.814259903935135,3.1340144
188,NCC,7,7.92138544925748,1.6503662
188,NCC,15,6.20279381307011,1.4144115
189,SAD,7,27.11002859260828,4.099369
189,SAD,15,15.725119950472063,2.3944461
189,SSD,7,24.983911566565382,3.8098018
189,SSD,15,14.03318697610766,2.371407
189,NCC,7,13.644620761003267,2.8477361
189,NCC,15,10.52713039369822,2.132539
190,SAD,7,32.596965014060245,5.1653
190,SAD,15,20.875872959575744,3.0330627
190,SSD,7,30.183500958461057,4.7583737
190,SSD,15,18.88548290392589,2.7479327
190,NCC,7,13.295163782838904,2.3040414
190,NCC,15,10.405424805141067,1.8420188
191,SAD,7,31.099298215320857,5.3255405
191,SAD,15,19.001221031339803,3.0968215
191,SSD,7,27.658209894053947,4.8331943
191,SSD,15,15.419529101246932,2.695701
191,NCC,7,8.788958916612193,2.006339
191,NCC,15,8.189543531617312,1.6101136
192,SAD,7,28.12396553729434,4.393716
192,SAD,15,16.051282510087407,2.4775157
192,SSD,7,23.680137421380834,3.789209
192,SSD,15,11.519776690256144,1.9804207
192,NCC,7,5.4387016542456585,1.225618
192,NCC,15,5.643581186869817,1.2656952
193,SAD,7,58.78227797998572,12.038701
193,SAD,15,47.13682163538897,8.58895
193,SSD,7,54.9618386294604,11.226835
193,SSD,15,39.99845117323627,7.4484787
193,NCC,7,14.34815904729945,3.6319687
193,NCC,15,13.245050207800924,2.6901333
194,SAD,7,35.83289243417037,6.8890157
194,SAD,15,27.681006064059254,5.046054
194,SSD,7,34.31586016035163,6.778612
194,SSD,15,24.64185421838753,4.859215
194,NCC,7,12.424199259289406,3.0535383
194,NCC,15,9.393187090472509,2.3648663
195,SAD,7,40.721504173037985,7.380285
195,SAD,15,30.987263050887996,4.9649444
195,SSD,7,38.33898565705059,7.0897026
195,SSD,15,27.39768155064454,4.5071025
195,NCC,7,12.00656068203757,2.7283978
195,NCC,15,9.711176224361658,2.1802793
196,SAD,7,41.36787224434501,6.6656
196,SAD,15,33.20990188431381,4.9855857
196,SSD,7,39.25776920234821,6.255739
196,SSD,15,29.66049509421569,4.520603
196,NCC,7,13.454575310973357,3.2571642
196,NCC,15,8.722032924175869,1.7484937
197,SAD,7,46.92193562207923,10.01897
197,SAD,15,39.3455889937082,8.826193
197,SSD,7,45.71197346810857,9.841534
197,SSD,15,37.31364599284337,8.542405
197,NCC,7,21.17473440338948,5.0017824
197,NCC,15,12.585986654712505,2.7941642
198,SAD,7,43.5617558847587,8.5378685
198,SAD,15,32.874670544396984,5.3800397
198,SSD,7,41.45778424066164,8.320043
198,SSD,15,30.007270744342453,5.33676
198,NCC,7,21.703171862219396,5.2325144
198,NCC,15,14.933200036353721,3.9734516
199,SAD,7,40.22033481043821,9.963803
199,SAD,15,28.762514360741836,7.8714013
199,SSD,7,36.931724930247825,9.399263
199,SSD,15,26.32529131790579,7.545944
199,NCC,7,7.66248153618907,1.6319833
199,NCC,15,5.317577548005908,1.1827024
